id,简介,小区,户型,面积,关注人数,观看次数,发布时间,房价,单价/平,城区,经度,纬度
174,南北通透格局，采光充足，配套设施齐全,永定门东街东里 , 2室1厅 , 47.45 ,31,0, 17天以前发布,410.0,86407,东城,116.418605,39.879823
175,元嘉国际公寓 复式两居 出行方便 2003年建成,元嘉国际公寓 , 2室1厅 , 117.2 ,102,0, 3个月以前发布,880.0,75086,东城,116.443318,39.942275
176,无个人所得税 安静楼层 大阳台 独立洗衣房,万国城MOMA , 2室1厅 , 123.6 ,27,5, 2个月以前发布,1350.0,109224,东城,116.444857,39.954789
177,东城 望陶园 西南大两居室 精装 带停车位,望陶园小区 , 2室1厅 , 114.42 ,72,14, 3个月以前发布,700.0,61179,东城,116.400737,39.870957
178,免个税  东西通透  24小时门卫,美惠大厦 , 3室2厅 , 178 ,42,18, 1个月以前发布,1067.0,59944,东城,116.444157,39.935985
179,南北通透大三居 中间楼层采光好 ,西革新里108号院 , 3室1厅 , 118.62 ,94,18, 3个月以前发布,720.0,60699,东城,116.402557,39.873785
180,东四十条  房子是层高高  交通便利,东四十一条 , 3室0厅 , 96.63 ,98,22, 5个月以前发布,910.0,94174,东城,116.428599,39.940406
181,外馆东街  南北通透  户型方正  楼下就是柳荫公园,外馆东街50号院 , 2室1厅 , 56.51 ,140,12, 2个月以前发布,480.0,84941,东城,116.408548,39.969374
182,水上华城  朝东正规两居 格局方正无浪费 免税,水上华城 , 2室2厅 , 110.79 ,60,24, 3个月以前发布,1060.0,95677,东城,116.448783,39.894213
183,水上华城 2室1厅 1060万,水上华城 , 2室1厅 , 113.11 ,29,20, 14天以前发布,1060.0,93715,东城,116.448783,39.894213
184,富贵园三区 1室1厅 610万,富贵园三区 , 1室1厅 , 63.74 ,11,0, 10天以前发布,610.0,95702,东城,116.438785,39.900278
185,公园门口东南带电梯大一居，可改两居室,上龙西里 , 1室1厅 , 52.43 ,158,51, 3个月以前发布,500.0,95366,东城,116.412788,39.958761
186,中海紫御公馆 2室2厅 990万,中海紫御公馆 , 2室2厅 , 90.48 ,122,41, 6个月以前发布,990.0,109417,东城,116.399108,39.876842
187,南水关 3室1厅 838万,南水关 , 3室1厅 , 102.09 ,147,33, 5个月以前发布,838.0,82085,东城,116.447436,39.897461
188,和平新城东南北向两居，带双卫，楼层高视野好,和平新城一期 , 2室1厅 , 126.38 ,13,9, 1个月以前发布,1300.0,102865,东城,116.432835,39.957774
189,东城区永定门 东南向三居室 高楼层 满五年,富莱茵花园 , 3室2厅 , 148.63 ,123,6, 1个月以前发布,836.0,56248,东城,116.414452,39.866869
190,东直门内北小街8号院南北向3居电梯直达,东直门内北小街8号院 , 3室1厅 , 124.74 ,65,10, 3个月以前发布,1400.0,112234,东城,116.432388,39.95399
191,中景濠庭 4室2厅 2000万,中景濠庭 , 4室2厅 , 287.85 ,20,6, 3个月以前发布,2000.0,69481,东城,116.405688,39.957686
192,禄米仓胡同 2室1厅 900万,禄米仓胡同 , 2室1厅 , 73.3 ,16,7, 1个月以前发布,900.0,122784,东城,116.433366,39.923111
193,官书院小区 南北通透 精装两居室 低楼层 诚意出售,官书院 , 2室1厅 , 99.02 ,49,3, 1个月以前发布,1250.0,126238,东城,116.416828,39.952781
194,海运仓小区 1室1厅 598万,海运仓小区 , 1室1厅 , 48.01 ,53,20, 1个月以前发布,598.0,124558,东城,116.435055,39.941656
195,安外东河沿 2室0厅 660万,安外东河沿 , 2室0厅 , 54.57 ,29,15, 1个月以前发布,660.0,120946,东城,116.417991,39.956806
196,满五年公房 培新小学  双卧室朝南 高楼层,广渠门内大街 , 2室1厅 , 64.31 ,99,15, 3个月以前发布,570.0,88634,东城,116.448316,39.900192
197,法华南里南北通透二居室，采光充足，格局方正,法华南里 , 2室1厅 , 67.84 ,63,16, 1个月以前发布,660.0,97288,东城,116.434144,39.892211
198,金鱼池中区 2室1厅 416万,金鱼池中区 , 2室1厅 , 57 ,128,17, 1个月以前发布,416.0,72983,东城,116.415431,39.896044
199,广渠门中学 本家润园三区两居室 面对小区花园 不临街,本家润园三期 , 2室1厅 , 63.09 ,29,3, 27天以前发布,600.0,95103,东城,116.44366,39.903303
200,鼎盛园 2室1厅 590万,鼎盛园 , 2室1厅 , 81.91 ,25,4, 19天以前发布,590.0,72031,东城,116.415784,39.870977
201,民主北街22号院 2室1厅 450万,民主北街22号院 , 2室1厅 , 51.01 ,22,3, 18天以前发布,450.0,88218,东城,116.40952,39.874629
202,中海紫御公馆 开发商精装南向两居室 ,中海紫御公馆 , 2室2厅 , 91.1 ,157,118, 6个月以前发布,999.0,109660,东城,116.399108,39.876842
203,史家小学南北通透带电梯，高楼层没遮挡 距地铁412米,豆瓣胡同 , 2室1厅 , 83.2 ,114,190, 3个月以前发布,1100.0,132212,东城,116.437847,39.933684
204,东城小三居，满五年，明厨明卫，无遮挡，不临街,富莱茵花园 , 3室1厅 , 86.5 ,253,87, 3个月以前发布,580.0,67053,东城,116.414452,39.866869
205,东单协和医院 国家旅游局央产房 南北通透三居室,贡院西街 , 3室1厅 , 78.59 ,194,134, 4个月以前发布,778.0,98995,东城,116.437148,39.916982
206,和平里一小南北两居价位可谈有钥匙随时看房,和平里五区 , 2室1厅 , 55.11 ,359,281, 5个月以前发布,580.0,105245,东城,116.426912,39.960779
207,金世纪嘉园 东南两居 高楼层 视野好,金世纪嘉园 , 2室1厅 , 75.74 ,392,169, 6个月以前发布,610.0,80539,东城,116.4515,39.904606
208,东厂胡同 1室1厅 465万,东厂胡同 , 1室1厅 , 40.4 ,87,81, 1个月以前发布,465.0,115100,东城,116.415839,39.929045
209,分司厅双南向二居阳光房，采光好，临地铁,车辇店胡同 , 2室1厅 , 71 ,109,70, 1个月以前发布,790.0,111268,东城,116.410619,39.95174
210,贡院西街  南向一居  明厨明卫  带阳台,贡院西街 , 1室1厅 , 44.51 ,105,92, 2个月以前发布,480.0,107841,东城,116.437148,39.916982
211,东城二环里左安漪园东西通透大两居,左安漪园 , 2室1厅 , 118.62 ,38,46, 1个月以前发布,1070.0,90205,东城,116.4471,39.879796
212,西南双阳台 一居   可改两居   满五 ,天利园 , 1室1厅 , 66.24 ,36,13, 3个月以前发布,658.0,99336,东城,116.443031,39.898481
213,南二环天坛南门安乐林路商品房两居,景泰嘉园 , 2室1厅 , 108.75 ,89,11, 4个月以前发布,750.0,68966,东城,116.419009,39.87095
214,左安溪园 3室2厅 1500万,左安溪园 , 3室2厅 , 147.53 ,87,27, 3个月以前发布,1500.0,101675,东城,116.444673,39.881316
215,东城区 富莱茵花园 朝南一居室 不临街,富莱茵花园 , 1室1厅 , 49.28 ,282,22, 1个月以前发布,330.0,66965,东城,116.414452,39.866869
216,南北通透两居 前后不临街 中间楼层采光好,东花市北里中区 , 2室2厅 , 103.41 ,8,0, 1个月以前发布,1200.0,116043,东城,116.439746,39.905443
217,和平里七区 3室1厅 830万,和平里七区 , 3室1厅 , 77.72 ,54,29, 23天以前发布,830.0,106794,东城,116.427853,39.966824
218,官书院南北向 下叠复式六居室 低楼层带小院,官书院 , 6室2厅 , 231.24 ,197,71, 3个月以前发布,1850.0,80004,东城,116.416828,39.952781
219,砖角楼北里双南向两居 满五年公房 诚心出售,砖角楼北里 , 2室1厅 , 52.64 ,192,12, 3个月以前发布,420.0,79788,东城,116.43581,39.962757
220,龙潭北里三条 2室1厅 950万,龙潭北里三条 , 2室1厅 , 141.24 ,48,21, 10个月以前发布,950.0,67262,东城,116.445401,39.889503
221,东城区 安乐林中街  南向中高楼层,安乐林中街 , 1室0厅 , 37.74 ,513,29, 8个月以前发布,280.0,74192,东城,116.41483,39.868007
222,南北通透大两居室  业主诚心出售,永合馨苑 , 2室1厅 , 118.03 ,100,23, 2个月以前发布,720.0,61002,东城,116.403631,39.869863
223,安德里北街25号院 1室1厅 590万,安德里北街25号院 , 1室1厅 , 46.87 ,70,14, 8个月以前发布,590.0,125881,东城,116.394978,39.963326
224,南北通透 电梯直达 视野好 出行方便,景泰西里西区 , 2室1厅 , 88.84 ,114,87, 1个月以前发布,650.0,73166,东城,116.414356,39.869475
225,东城区 富莱茵花园 朝南一居室 不临街,富莱茵花园 , 1室1厅 , 49.28 ,141,23, 1个月以前发布,350.0,71023,东城,116.414452,39.866869
226,火桥北里 2室1厅 456万,火桥北里 , 2室1厅 , 57 ,10,4, 28天以前发布,456.0,80000,东城,116.439939,39.887883
227,法华南里 南北两居 送露台面积,法华南里 , 3室1厅 , 71.32 ,38,60, 1个月以前发布,720.0,100954,东城,116.434144,39.892211
228,朝东视野开阔 157平大两居商品房 ,建国门北大街5号 , 2室1厅 , 157 ,40,62, 2个月以前发布,860.0,54778,东城,116.440442,39.919755
229,新世界家园南北通透的两居室 看房方便,新世界家园 , 2室2厅 , 123.26 ,95,152, 9个月以前发布,1117.0,90622,东城,116.423741,39.90101
230,天坛边法华南里 西向一居 精装修,法华南里 , 1室1厅 , 47.56 ,123,80, 5个月以前发布,420.0,88310,东城,116.434144,39.892211
231,前门东大街 3室1厅 490万,前门东大街 , 3室1厅 , 55.59 ,79,48, 6个月以前发布,490.0,88146,东城,116.416214,39.906904
232,兴隆都市馨园 1室0厅 370万,兴隆都市馨园 , 1室0厅 , 28.96 ,35,1, 8天以前发布,370.0,127763,东城,116.420099,39.901616
233,业主变现 诚心出售 两居 黄寺大街28号院,黄寺大街28号院 , 2室1厅 , 61.43 ,42,30, 28天以前发布,522.0,84975,东城,116.395564,39.968986
234,龙潭北里四条 3室1厅 538万,龙潭北里四条 , 3室1厅 , 58.79 ,47,9, 1个月以前发布,538.0,91513,东城,116.446551,39.889406
235,国瑞城西区公寓  精装商品房  闹中取静,国瑞城西区 , 2室1厅 , 145.25 ,21,13, 4个月以前发布,1250.0,86059,东城,116.425856,39.90406
236,北二环外 外馆斜街 凯景铭座 高楼层 观景 西南2居 ,凯景铭座 , 2室1厅 , 137.39 ,33,7, 4个月以前发布,1230.0,89527,东城,116.410253,39.968681
237,东四十条甲34号院 3室1厅 750万,东四十条甲34号院 , 3室1厅 , 75.89 ,94,10, 3个月以前发布,750.0,98828,东城,116.433198,39.939133
238,什刹海旁，邻近南锣鼓巷，带电梯，观景房,帽儿胡同45号院 , 3室1厅 , 68.24 ,52,6, 1个月以前发布,885.0,129690,东城,116.404263,39.944
239,崇文门新世界商圈核心位置南北通透三居室,新世界家园 , 3室2厅 , 163.99 ,17,10, 1个月以前发布,2200.0,134155,东城,116.423741,39.90101
240,新景家园东区 2室1厅 980万,新景家园东区 , 2室1厅 , 81.44 ,52,10, 1个月以前发布,980.0,120334,东城,116.432142,39.902354
241,东城 新永外文化用品商城 南北通透小复式,新永外文化用品商城 , 2室1厅 , 110.45 ,48,6, 3个月以前发布,745.0,67452,东城,116.402178,39.872858
242,前门东大街 全南向两居室 看房方便,前门东大街 , 2室1厅 , 54.08 ,75,14, 3个月以前发布,540.0,99853,东城,116.416214,39.906904
243,东花市北里中区 3室2厅 1390万,东花市北里中区 , 3室2厅 , 134.66 ,34,5, 1个月以前发布,1390.0,103223,东城,116.439746,39.905443
244,化工大院，单独小院，楼层适中，环境优美,化工大院 , 3室1厅 , 86.06 ,21,4, 1个月以前发布,860.0,99931,东城,116.422866,39.96664
245,户型方正 南北通透两居室 北京市府学胡同小学 ,花梗胡同1号院 , 2室1厅 , 54.64 ,67,11, 1个月以前发布,712.0,130308,东城,116.419288,39.94506
246,东南两居 楼下地铁 满五年没有个税,领行国际 , 2室2厅 , 105 ,94,12, 2个月以前发布,830.0,79048,东城,116.448524,39.899018
247,华龙美晟精装修两居，双阳台户型，永定门外地铁,华龙美晟 , 2室1厅 , 86.8 ,148,14, 3个月以前发布,650.0,74885,东城,116.411858,39.869364
248,东城区 天天家园 景泰地铁480米 满五年 ,天天家园 , 2室1厅 , 71.21 ,140,21, 2个月以前发布,565.0,79343,东城,116.411885,39.87098
249,当代moma 恒温恒湿 新风科技住宅 观湖景 精装修,当代MOMA , 2室2厅 , 152.04 ,3,4, 1个月以前发布,1700.0,111813,东城,116.444483,39.956622
250,东北二环内 外交部街 南北通透三居室 全明格局,外交部街 , 3室1厅 , 80.54 ,167,4, 2个月以前发布,800.0,99330,东城,116.43191,39.919202
251,东城房本，南北3居，满五年，公房,和平里七区 , 3室1厅 , 72.35 ,50,1, 3个月以前发布,800.0,110574,东城,116.427853,39.966824
252,和平里一区 3室1厅 890万,和平里一区 , 3室1厅 , 87.81 ,59,3, 1个月以前发布,890.0,101356,东城,116.426526,39.964952
253,幸福家园实用两居 满五年无个税 高层对花园,幸福家园二期 , 2室1厅 , 65.25 ,66,24, 2个月以前发布,710.0,108813,东城,116.438026,39.898854
254,左安浦园 1室1厅 530万,左安浦园 , 1室1厅 , 68.47 ,55,13, 1个月以前发布,530.0,77407,东城,116.444673,39.880008
255,国瑞城 全南三居 实木装修 采光无遮挡 视野棒 诚售,国瑞城中区 , 3室1厅 , 96.26 ,82,55, 4个月以前发布,1050.0,109080,东城,116.429352,39.904538
256,史家小学 采光好 带电梯 业主诚心出售 价格可谈,朝阳门南小街 , 1室1厅 , 55.1 ,73,61, 2个月以前发布,720.0,130672,东城,116.433451,39.923705
257,能落户的公寓 西北两居室两个卫生间  视野好无遮挡,新世界中心 , 2室1厅 , 166.59 ,132,57, 5个月以前发布,880.0,52825,东城,116.423696,39.904185
258,水上华城正规西向一居室，户型方正,水上华城 , 1室1厅 , 66.1 ,104,1, 一年前发布,670.0,101362,东城,116.448783,39.894213
259,元嘉国际公寓 南北向两居复式 2003年建成,元嘉国际公寓 , 2室1厅 , 112.96 ,96,2, 3个月以前发布,905.0,80117,东城,116.443318,39.942275
260,东四北大街 电梯直达东西通透两居室 楼龄新 位置好,东四北大街 , 2室1厅 , 73.25 ,25,13, 22天以前发布,746.0,101844,东城,116.423319,39.936221
261,忠实里 3室1厅 750万,忠实里 , 3室1厅 , 80.01 ,79,4, 5个月以前发布,750.0,93739,东城,116.452323,39.900479
262,金世纪嘉园 2室1厅 960万,金世纪嘉园 , 2室1厅 , 112 ,30,1, 2个月以前发布,960.0,85715,东城,116.4515,39.904606
263,中景濠庭 1室1厅 905万,中景濠庭 , 1室1厅 , 74 ,13,10, 3个月以前发布,905.0,122298,东城,116.405688,39.957686
264,太华公寓 2室1厅 1004万,太华公寓 , 2室1厅 , 154.53 ,15,8, 1个月以前发布,1004.0,64972,东城,116.423295,39.902249
265,天娇园 西向正规方正大两居 中间楼层 ,天娇园 , 2室1厅 , 84.58 ,30,10, 1个月以前发布,810.0,95768,东城,116.445751,39.903761
266,民安小区东直门内北小街 3室2厅 1200万,民安小区东直门内北小街 , 3室2厅 , 137.06 ,94,24, 1个月以前发布,1200.0,87553,东城,116.432862,39.948968
267,前门东大街 两居室 商品房本 一层精装修,前门东大街 , 2室0厅 , 46.12 ,25,8, 1个月以前发布,470.0,101909,东城,116.416214,39.906904
268,满五年一套，可作两居，诚意出售,新世界家园 , 1室1厅 , 79.22 ,5,1, 1个月以前发布,1029.9,130000,东城,116.423741,39.90101
269,小黄庄一区 2室1厅 700万,小黄庄一区 , 2室1厅 , 59.01 ,28,6, 1个月以前发布,700.0,118624,东城,116.416187,39.969551
270,新景家园东区 1室1厅 630万,新景家园东区 , 1室1厅 , 58.87 ,45,5, 27天以前发布,630.0,107016,东城,116.432142,39.902354
271,82平米东向一居 西中街小学 随时看 随时签约,海晟国际公寓 , 1室1厅 , 82.04 ,28,23, 1个月以前发布,830.0,101171,东城,116.448623,39.945062
272,黄寺大街28号院 3室1厅 718万,黄寺大街28号院 , 3室1厅 , 81.79 ,72,90, 1个月以前发布,718.0,87786,东城,116.395564,39.968986
273,当代 高层大四居 视野开阔 观景后山艺术空间,当代MOMA , 4室2厅 , 321.06 ,32,25, 5个月以前发布,2880.0,89703,东城,116.444483,39.956622
274,09年小区  正规两居  全明格局  无遮挡 ,华龙美晟 , 2室1厅 , 95 ,77,65, 4个月以前发布,660.0,69474,东城,116.411858,39.869364
275,天天家园 2室1厅 650万,天天家园 , 2室1厅 , 112.12 ,119,100, 2个月以前发布,650.0,57974,东城,116.411885,39.87098
276,东城区  户型方正 东西通透两居室 ,沙子口路65号 , 2室1厅 , 57.83 ,227,66, 2个月以前发布,360.0,62252,东城,116.412685,39.866379
277,地铁5号线  两室一厅  南北通透,安外花园 , 2室1厅 , 57.95 ,247,119, 8个月以前发布,530.0,91459,东城,116.418248,39.964378
278,左安浦园 1室1厅 578万,左安浦园 , 1室1厅 , 74.79 ,68,84, 5个月以前发布,578.0,77284,东城,116.444673,39.880008
279,和平里六区 1室1厅 510万,和平里六区 , 1室1厅 , 47.92 ,118,174, 4个月以前发布,510.0,106428,东城,116.429949,39.963187
280,朝北一居室  花市小学  诚心出售 看房方便,本家润园三期 , 1室1厅 , 47.86 ,104,154, 3个月以前发布,460.0,96114,东城,116.44366,39.903303
281,东城区   可以上一师附小    落户即可上学,琉璃井路 , 2室1厅 , 56.07 ,96,44, 1个月以前发布,450.0,80257,东城,116.413262,39.872716
282,东城区  南北两居  板楼户型  诚心出售,安乐林二条 , 2室1厅 , 57.84 ,139,38, 1个月以前发布,368.0,63624,东城,116.41279,39.868416
283,都市馨园南北通透两居室，业主诚意卖房。,兴隆都市馨园 , 2室1厅 , 68.03 ,104,94, 2个月以前发布,715.0,105101,东城,116.420099,39.901616
284,双卧室朝南 户型方正 私密性好 无任何抵押 已购公房,安化北里 , 2室1厅 , 69.66 ,61,58, 1个月以前发布,626.0,89866,东城,116.441608,39.898639
